"","Set_ID","Name","Year","Theme","Theme_Group","Subtheme","Category","Packaging","Num_Instructions","Availability","Pieces","Minifigures","Owned","Rating","USD_MSRP","Total_Quantity","Current_Price"
"1344","6958-1","Android Base",1996,"Space","Action/Adventure","Exploriens","Normal","Box",1,"Retail",267,3,2013,4.1,NA,0,NA
"1345","6982-1","Explorien Starship",1996,"Space","Action/Adventure","Exploriens","Normal","Box",1,"Retail",662,4,2415,4.2,NA,0,NA
"1346","8223-1","Hydrofoil 7",1996,"Technic","Technical",NA,"Normal","Box",0,"Retail",124,1,1666,3.7,NA,0,NA
"1347","8230-1","Coastal Cop Buggy",1996,"Technic","Technical",NA,"Normal","Box",0,"Retail",175,1,1721,3.7,NA,0,NA
"1348","8244-1","Convertables",1996,"Technic","Technical",NA,"Normal","Box",1,"Retail",275,1,859,3.3,NA,0,NA
"1349","8286-1","3-In-1 Car",1996,"Technic","Technical",NA,"Normal","Box",0,"Retail",734,2,774,3.8,NA,0,NA
"1350","9287-1","Bonus Lego Basic Town",1996,"Education","Educational","Town","Normal","{Not specified}",0,"{Not specified}",2456,11,15,0,NA,0,NA
"1351","9293-1","Community Workers",1996,"Dacta","Educational",NA,"Normal","{Not specified}",0,"{Not specified}",182,30,263,0,NA,1,79
"1352","1782-1","Discovery Station",1997,"Town","Modern day","Divers","Normal","Box",0,"Retail - limited",322,5,629,4.1,NA,0,NA
"1353","1824-1","Flying Duck",1997,"Basic","Basic",NA,"Normal","Polybag",0,"{Not specified}",17,1,45,0,NA,0,NA
"1354","2003-1","Jumbo Building Bag",1997,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",80,1,24,0,NA,0,NA
"1355","2010-1","Baby Walker",1997,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",14,1,59,0,NA,0,NA
"1356","2083-1","Medium Stack 'n' Learn Set",1997,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",8,1,15,0,NA,0,NA
"1357","2089-1","Stack 'n' Learn Gift Set",1997,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",23,1,18,0,NA,0,NA
"1358","2098-1","Bathtime Boat",1997,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",2,1,37,0,NA,0,NA
"1359","2124-1","Green Bucket",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",39,1,52,0,NA,0,NA
"1360","2125-1","Large Bucket",1997,"Duplo","Pre-school",NA,"Normal","Bucket",0,"Retail - limited",70,1,16,0,NA,0,NA
"1361","2126-1","Train Cars",1997,"Trains","Modern day","9V","Normal","Box",0,"Retail - limited",378,5,684,0,NA,0,NA
"1362","2147-1","Dragon Fly",1997,"Town","Modern day","Special","Normal","Box",2,"Promotional (Airline)",183,2,400,0,NA,3,21.8
"1363","2148-1","LEGO Truck",1997,"Town","Modern day","Vehicles","Normal","Box",1,"Retail - limited",105,1,1312,4.3,NA,2,75
"1364","2149-1","Color Line Container Lorry",1997,"Town","Modern day","Special","Normal","Box",0,"Promotional",191,1,275,0,NA,0,NA
"1365","2151-1","Robo Raider",1997,"Space","Action/Adventure","RoboForce","Normal","Box",0,"Retail - limited",136,1,1457,3.9,NA,0,NA
"1366","2152-1","Robo Raptor",1997,"Space","Action/Adventure","RoboForce","Normal","Box",0,"Retail - limited",221,1,1298,4.1,NA,1,80
"1367","2153-1","Robo Stalker",1997,"Space","Action/Adventure","RoboForce","Normal","Box",1,"Retail - limited",280,2,925,3.5,NA,1,135
"1368","2154-1","Robo Master",1997,"Space","Action/Adventure","RoboForce","Normal","Box",0,"Retail - limited",366,2,744,3.5,NA,0,NA
"1369","2160-1","Crystal Scavenger",1997,"Aquazone","Action/Adventure","Aquaraiders","Normal","Box",1,"Retail - limited",110,1,1366,4.2,NA,1,219.99
"1370","2161-1","Aqua Dozer",1997,"Aquazone","Action/Adventure","Aquaraiders","Normal","Box",1,"Retail - limited",136,1,1062,4.4,NA,1,170
"1371","2162-1","Hydro Reef Wrecker",1997,"Aquazone","Action/Adventure","Aquaraiders","Normal","Box",0,"Retail - limited",287,2,759,0,NA,0,NA
"1372","2181-1","Infomaniac",1997,"Town","Modern day","Special","Normal","Polybag",0,"Promotional",4,1,243,0,NA,2,199.99
"1373","2186-1","Freestyle Set",1997,"Freestyle","Basic",NA,"Normal","Box",0,"Promotional",73,1,75,0,NA,0,NA
"1374","2187-1","Freestyle Set",1997,"Freestyle","Basic",NA,"Normal","Box",0,"Promotional",60,1,68,0,NA,0,NA
"1375","2188-1","Freestyle Set",1997,"Freestyle","Basic",NA,"Normal","Box",0,"Promotional",56,1,35,0,NA,0,NA
"1376","2245-1","Farmhouse Bucket",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",46,1,19,0,NA,0,NA
"1377","2252-1","Basic Cannister Set",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",36,1,19,0,NA,0,NA
"1378","2261-1","Happy Gardener",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",10,1,28,0,NA,0,NA
"1379","2262-1","Basic Set",1997,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail - limited",20,1,20,0,NA,0,NA
"1380","2264-1","Medium Bucket",1997,"Duplo","Pre-school",NA,"Normal","Bucket",0,"Retail",48,1,22,0,NA,0,NA
"1381","2266-1","Extra Large Value Bucket",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",91,2,38,0,NA,0,NA
"1382","2602-1","Dinosaurs Family Home",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",27,2,54,0,NA,0,NA
"1383","2603-1","Dinosaur Tub",1997,"Duplo","Pre-school",NA,"Normal","Tub",0,"Retail - limited",70,2,51,0,NA,0,NA
"1384","2604-1","Dino World",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",58,4,57,0,NA,0,NA
"1385","2605-1","Dinosaur Park",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",42,4,28,0,NA,0,NA
"1386","2606-1","Dump Truck",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",6,1,87,0,NA,0,NA
"1387","2607-1","Speed Car",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",4,1,115,0,NA,0,NA
"1388","2684-1","Dinghy",1997,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail",3,1,73,0,NA,0,NA
"1389","2687-1","Harbour",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",47,3,30,0,NA,0,NA
"1390","2761-1","Pony Stables",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",41,2,17,0,NA,0,NA
"1391","2762-1","Family Fun Playground",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",46,3,19,0,NA,0,NA
"1392","2805-1","Pony Club",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",13,2,23,0,NA,0,NA
"1393","2806-1","Dino Mini Set",1997,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",4,1,82,0,NA,0,NA
"1394","2845-1","Indian Chief",1997,"Western","Historical","Indians","Normal","Box",0,"Promotional",20,1,1401,3.3,NA,2,25
"1395","2846-1","Indian Kayak",1997,"Western","Historical","Indians","Normal","Box",0,"Promotional",18,1,967,3.4,NA,2,37
"1396","2847-1","Flyer",1997,"Space","Action/Adventure","UFO","Normal","Box",0,"Promotional",15,1,1411,3.2,NA,1,21.101
"1397","2848-1","Flying Machine",1997,"Castle","Historical","Fright Knights","Normal","Box",0,"Promotional",19,1,1347,3,NA,0,NA
"1398","2849-1","Helicopter",1997,"Town","Modern day","Flight","Normal","Box",0,"Promotional",20,1,1149,2.6,NA,1,10
"1399","2851-1","Medium Dino Bucket",1997,"Duplo","Pre-school",NA,"Normal","Bucket",0,"Retail - limited",31,1,17,0,NA,0,NA
"1400","2852-1","Large Dino Bucket",1997,"Duplo","Pre-school",NA,"Normal","Bucket",0,"Retail - limited",57,2,20,0,NA,0,NA
"1401","2870-1","Paradisa Barbeque",1997,"Town","Modern day","Paradisa","Normal","Box",0,"Promotional",19,1,937,3.8,NA,1,23
"1402","2871-1","Diver and Shark",1997,"Town","Modern day","Divers","Normal","Box",0,"Promotional",16,1,754,4.1,NA,1,24
"1403","2872-1","Witch and Fireplace",1997,"Castle","Historical","Fright Knights","Normal","Box",0,"Promotional",19,1,1742,3.9,NA,1,38
"1404","2881-1","Parking Gate Attendant",1997,"Town","Modern day","Vehicles","Normal","Box",0,"Promotional",19,1,638,2.8,NA,0,NA
"1405","2882-1","Speedboat",1997,"Town","Modern day","Boats","Normal","Box",0,"Promotional",22,1,637,0,NA,0,NA
"1406","2884-1","Microlight",1997,"Town","Modern day","Flight","Normal","Box",0,"Promotional",20,1,636,0,NA,0,NA
"1407","2885-1","Ice Cream Seller",1997,"Town","Modern day","Shops and Services","Normal","Box",0,"Promotional",27,1,857,3,NA,2,10
"1408","2887-1","Petrol Station Attendant and Pump",1997,"Town","Modern day","Shops and Services","Normal","Box",0,"Promotional",15,1,539,0,NA,0,NA
"1409","2889-1","Treasure Cart",1997,"Castle","Historical","Lion Knights","Normal","Box",0,"Promotional",23,1,360,0,NA,0,NA
"1410","2890-1","Stone Bomber",1997,"Castle","Historical","Black Knights","Normal","Polybag",1,"Promotional",21,1,239,0,NA,0,NA
"1411","3200-1","Beauty Studio",1997,"Scala","Girls","Dolls","Normal","{Not specified}",0,"{Not specified}",31,1,56,0,NA,0,NA
"1412","3201-1","Living Room",1997,"Scala","Girls","Dolls","Normal","{Not specified}",0,"{Not specified}",31,1,57,0,NA,0,NA
"1413","3202-1","Laundry Room",1997,"Scala","Girls","Dolls","Normal","{Not specified}",0,"{Not specified}",42,1,46,0,NA,0,NA
"1414","3203-1","Dressing Table",1997,"Scala","Girls","Dolls","Normal","{Not specified}",0,"{Not specified}",18,1,59,0,NA,1,25
"1415","3240-1","Ashley's Miniature Garden",1997,"Scala","Girls","Dolls","Normal","{Not specified}",0,"{Not specified}",54,1,42,0,NA,0,NA
"1416","3241-1","Nursery",1997,"Scala","Girls","Dolls","Normal","{Not specified}",0,"{Not specified}",54,2,45,0,NA,1,52
"1417","3242-1","Bathroom",1997,"Scala","Girls","Dolls","Normal","{Not specified}",0,"{Not specified}",76,1,55,0,NA,0,NA
"1418","3243-1","Kitchen",1997,"Scala","Girls","Dolls","Normal","{Not specified}",0,"{Not specified}",92,2,49,0,NA,0,NA
"1419","3270-1","Dream Cottage",1997,"Scala","Girls","Dolls","Normal","{Not specified}",0,"{Not specified}",120,1,47,0,NA,0,NA
"1420","3290-1","The Big Family House",1997,"Scala","Girls","Dolls","Normal","{Not specified}",0,"{Not specified}",265,3,74,0,NA,0,NA
"1421","4158-1","Building Set 5+",1997,"Freestyle","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",128,1,50,0,NA,0,NA
"1422","5821-1","Pamela's Picnic Time",1997,"Belville","Girls",NA,"Normal","{Not specified}",0,"{Not specified}",9,1,159,0,NA,0,NA
"1423","5822-1","Jennifer and Foal",1997,"Belville","Girls",NA,"Normal","{Not specified}",0,"{Not specified}",5,1,135,0,NA,0,NA
"1424","5853-1","Lucinda and Cressida",1997,"Belville","Girls",NA,"Normal","{Not specified}",0,"{Not specified}",5,1,157,0,NA,0,NA
"1425","5854-1","Pony Trekking",1997,"Belville","Girls",NA,"Normal","{Not specified}",0,"{Not specified}",47,2,139,0,NA,0,NA
"1426","5855-1","Riding Stables",1997,"Belville","Girls",NA,"Normal","{Not specified}",1,"{Not specified}",148,3,92,0,NA,0,NA
"1427","5874-1","Nursery",1997,"Belville","Girls",NA,"Normal","{Not specified}",1,"{Not specified}",62,3,131,0,NA,0,NA
"1428","6004-1","Crossbow Cart",1997,"Castle","Historical","Fright Knights","Normal","Box",1,"Retail",20,1,1641,3.6,NA,0,NA
"1429","6007-1","Bat Lord",1997,"Castle","Historical","Fright Knights","Normal","Box",0,"Retail",12,1,4599,3.9,NA,3,109.99
"1430","6027-1","Bat Lord's Catapult",1997,"Castle","Historical","Fright Knights","Normal","Box",1,"Retail",55,2,2573,3.4,NA,0,NA
"1431","6037-1","Witch's Windship",1997,"Castle","Historical","Fright Knights","Normal","Box",1,"Retail",56,1,3567,3.4,NA,3,59
"1432","6047-1","Traitor Transport",1997,"Castle","Historical","Fright Knights","Normal","Box",1,"Retail",139,3,1952,4.2,NA,0,NA
"1433","6087-1","Witch's Magic Manor",1997,"Castle","Historical","Fright Knights","Normal","Box",1,"Retail",250,6,1867,3.4,NA,2,350
"1434","6097-1","Night Lord's Castle",1997,"Castle","Historical","Fright Knights","Normal","Box",1,"Retail",601,8,2159,4.3,NA,0,NA
"1435","6099-1","Traitor Transport",1997,"Castle","Historical","Fright Knights","Normal","Box",0,"Retail - limited",140,3,550,0,NA,0,NA
"1436","6204-1","Buccaneers",1997,"Pirates","Historical","Accessories","Normal","Box",0,"Retail - limited",36,5,548,0,NA,0,NA
"1437","6249-1","Pirates Ambush",1997,"Pirates","Historical",NA,"Normal","Box",0,"Retail - limited",156,3,844,0,NA,0,NA
"1438","6250-1","Cross Bone Clipper",1997,"Pirates","Historical",NA,"Normal","Box",0,"Retail - limited",154,3,891,3.8,NA,0,NA
"1439","6281-1","Pirates Perilous Pitfall",1997,"Pirates","Historical",NA,"Normal","Box",0,"Retail - limited",395,6,563,0,NA,0,NA
"1440","6400-1","Go-Kart",1997,"Town","Modern day","Racing","Normal","Box",1,"Retail",22,1,1339,3.7,NA,0,NA
"1441","6406-1","Go-Kart",1997,"Town","Modern day","Racing","Normal","Polybag",0,"Retail - limited",22,1,390,0,NA,0,NA
"1442","6407-1","Fire Chief",1997,"Town","Modern day","Fire","Normal","Box",1,"Retail",24,1,1927,2.7,NA,0,NA
"1443","6417-1","Show Jumping Event",1997,"Town","Modern day","Paradisa","Normal","Box",1,"Retail",36,1,697,0,NA,2,55
"1444","6441-1","Deep Reef Refuge",1997,"Town","Modern day","Divers","Normal","Box",1,"Retail",433,5,1851,4.5,NA,0,NA
"1445","6442-1","Sting Ray Explorer",1997,"Town","Modern day","Divers","Normal","Box",1,"Retail",147,3,3292,4.2,NA,1,145
"1446","6444-1","Outback Airstrip",1997,"Town","Modern day","Outback","Normal","Box",0,"Retail",167,3,1124,4.4,NA,1,80
"1447","6486-1","Fire Engine",1997,"Town","Modern day","Fire","Normal","Box",2,"Retail",64,1,1123,2.9,NA,0,NA
"1448","6487-1","Mountain Rescue",1997,"Town","Modern day","Outback","Normal","Box",1,"Retail - limited",67,1,1195,0,NA,0,NA
"1449","6489-1","Seaside Holiday Cottage",1997,"Town","Modern day","Paradisa","Normal","Box",0,"Retail",84,2,497,0,NA,0,NA
"1450","6490-1","Amazon Crossing",1997,"Town","Modern day","Outback","Normal","Box",0,"Retail",117,1,2515,4.5,NA,0,NA
"1451","6495-1","Time Tunnelator",1997,"Time Cruisers","Action/Adventure","Time Twisters","Normal","Box",1,"Retail",81,1,1589,3.7,NA,0,NA
"1452","6496-1","Whirling Time Warper",1997,"Time Cruisers","Action/Adventure","Time Twisters","Normal","Box",1,"Retail",147,2,1108,3.8,NA,0,NA
"1453","6497-1","Twisted Time Train",1997,"Time Cruisers","Action/Adventure","Time Twisters","Normal","Box",1,"Retail",300,4,1053,4.3,NA,3,175
"1454","6499-1","Time Tunnelator",1997,"Time Cruisers","Action/Adventure","Time Twisters","Normal","Box",0,"Retail - limited",80,1,452,0,NA,4,29.99
"1455","6547-1","Fun Fair",1997,"Town","Modern day","Paradisa","Normal","Box",0,"Retail",176,5,383,0,NA,0,NA
"1456","6548-1","Octan Gas Station",1997,"Town","Modern day","City","Normal","Box",4,"Retail",120,3,647,0,NA,0,NA
"1457","6549-1","Roadblock Runners",1997,"Town","Modern day","Vehicles","Normal","Box",0,"Retail",181,4,630,0,NA,1,115
"1458","6550-1","Outback Racer",1997,"Town","Modern day","Outback","Normal","Box",1,"Retail",48,1,3496,3.7,NA,0,NA
"1459","6553-1","Crisis News Crew",1997,"Town","Modern day","Outback","Normal","Box",0,"Retail - limited",133,3,1921,4.2,NA,1,60
"1460","6554-1","Blaze Brigade",1997,"Town","Modern day","Fire","Normal","Box",6,"Retail",250,4,1068,3,NA,0,NA
"1461","6555-1","Sea Hunter",1997,"Town","Modern day","Divers","Normal","Box",1,"Retail",30,1,3961,3.6,NA,1,22
"1462","6556-1","Scuba Squad",1997,"Town","Modern day","Divers","Normal","Box",1,"Retail",72,2,3560,3.9,NA,1,35
"1463","6557-1","Treasure Hunters",1997,"Town","Modern day","Divers","Normal","Box",0,"Retail - limited",139,3,476,0,NA,0,NA
"1464","6558-1","Shark Cage Cove",1997,"Town","Modern day","Divers","Normal","Box",1,"Retail",185,3,1952,4.2,NA,0,NA
"1465","6559-1","Deep Sea Bounty",1997,"Town","Modern day","Divers","Normal","Box",1,"Retail",344,5,1292,4.3,NA,0,NA
"1466","6560-1","Diving Expedition Explorer",1997,"Town","Modern day","Divers","Normal","Box",1,"Retail",464,7,911,4.4,NA,0,NA
"1467","6564-1","Recycle Truck",1997,"Town","Modern day","Maintenance","Normal","Box",1,"Retail",34,1,2064,2.5,NA,0,NA
"1468","6565-1","Construction Crew",1997,"Town","Modern day","Construction","Normal","Box",3,"Retail",73,3,1562,3.3,NA,0,NA
"1469","6566-1","Bank",1997,"Town","Modern day","City","Normal","Box",2,"Retail",96,2,1795,3.1,NA,0,NA
"1470","6599-1","Shark Attack",1997,"Town","Modern day","Divers","Normal","Box",0,"Retail - limited",55,2,1197,3.7,NA,0,NA
"1471","6706-1","Frontier Patrol",1997,"Western","Historical","Cowboys","Normal","Box",0,"Retail",25,3,2908,4.3,NA,2,89
"1472","6709-1","Tribal Chief",1997,"Western","Historical","Indians","Normal","Box",0,"Retail",16,1,3022,3.9,NA,3,46
"1473","6718-1","Raindance Ridge",1997,"Western","Historical","Indians","Normal","Box",1,"Retail",71,2,3013,3.8,NA,7,60
"1474","6746-1","Chief's Tepee",1997,"Western","Historical","Indians","Normal","Box",1,"Retail",131,3,2887,3.9,NA,0,NA
"1475","6748-1","Boulder Cliff Canyon",1997,"Western","Historical","Indians","Normal","Box",1,"Retail - limited",250,6,1619,4,NA,1,300
"1476","6766-1","Rapid River Village",1997,"Western","Historical","Indians","Normal","Box",1,"Retail",343,7,1894,4.5,NA,1,398
"1477","6790-1","Bandit with Gun",1997,"Western","Historical","Cowboys","Normal","Box",0,"Retail",19,1,3284,3.8,NA,0,NA
"1478","6791-1","Bandit's Wheelgun",1997,"Western","Historical","Cowboys","Normal","Polybag",0,"Retail - limited",19,1,1021,3.3,NA,5,29.99
"1479","6799-1","Showdown Canyon",1997,"Western","Historical","Cowboys","Normal","Box",2,"Retail",69,4,1343,3.8,NA,0,NA
"1480","6800-1","Cyber Blaster",1997,"Space","Action/Adventure","UFO","Normal","Box",0,"Retail",19,1,1956,3.1,NA,0,NA
"1481","6816-1","Cyber Blaster",1997,"Space","Action/Adventure","UFO","Normal","Polybag",0,"Retail - limited",19,1,745,0,NA,3,25
"1482","6818-1","Cyborg Scout",1997,"Space","Action/Adventure","UFO","Normal","Box",1,"Retail",35,1,3085,3.7,NA,1,18.95
"1483","6829-1","Radon Rover",1997,"Space","Action/Adventure","UFO","Normal","Box",1,"Retail",52,1,3360,3.4,NA,1,34.95
"1484","6836-1","V-Wing Fighter",1997,"Space","Action/Adventure","UFO","Normal","Box",1,"Retail",40,1,3621,3.6,NA,0,NA
"1485","6900-1","Cyber Saucer",1997,"Space","Action/Adventure","UFO","Normal","Box",0,"Retail",114,1,2805,4,NA,1,99
"1486","6915-1","Warp Wing Fighter",1997,"Space","Action/Adventure","UFO","Normal","Box",1,"Retail",236,2,3065,4.3,NA,1,200
"1487","6975-1","Alien Avenger",1997,"Space","Action/Adventure","UFO","Normal","Box",1,"Retail",369,4,2692,4.3,NA,0,NA
"1488","6979-1","Interstellar Starfighter",1997,"Space","Action/Adventure","UFO","Normal","Box",1,"Retail",292,3,2017,4.4,NA,2,369.95
"1489","6999-1","Cyber Saucer",1997,"Space","Action/Adventure","UFO","Normal","Box",1,"Retail - limited",114,1,846,0,NA,0,NA
"1490","8222-1","VTOL",1997,"Technic","Technical",NA,"Normal","Box",1,"Retail",141,1,1343,3.7,NA,0,NA
"1491","8229-1","Tread Trekker",1997,"Technic","Technical",NA,"Normal","Box",2,"Retail",186,1,1702,3.7,NA,1,42.95
"1492","8232-1","Chopper Force",1997,"Technic","Technical",NA,"Normal","Box",0,"Retail",280,1,837,0,NA,0,NA
"1493","8250-1","Search Sub",1997,"Technic","Technical",NA,"Normal","Box",0,"Retail",383,1,1498,3.8,NA,0,NA
"1494","9376-1","Castle Set",1997,"Dacta","Educational","Castle","Normal","{Not specified}",0,"{Not specified}",321,14,54,0,NA,0,NA
"1495","2007-1","Singing Camel",1998,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",1,1,56,0,NA,0,NA
"1496","2011-1","My Home Stack 'n' Learn Set",1998,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",5,1,22,0,NA,0,NA
"1497","2013-1","My First Train Stack 'n' Learn Set",1998,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",10,1,26,0,NA,0,NA
"1498","2017-1","Choo Choo Train",1998,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",13,1,19,0,NA,0,NA
"1499","2018-1","Little Brother Stack 'n' Learn Set",1998,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",19,1,29,0,NA,0,NA
"1500","2222-1","Tunnel Fun",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",33,1,86,0,NA,0,NA
"1501","2223-1","Spooky House",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",39,2,23,0,NA,0,NA
"1502","2224-1","Duplo Tub",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",118,2,43,0,NA,0,NA
"1503","2234-1","Police Chase",1998,"Town","Modern day","Special","Normal","Box",7,"Promotional",146,5,103,0,NA,0,NA
"1504","2268-1","Katie Cat Bucket",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",49,1,25,0,NA,0,NA
"1505","2269-1","Build a Zoo",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",89,1,21,0,NA,0,NA
"1506","2271-1","Boy with Barrow",1998,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail",4,1,18,0,NA,0,NA
"1507","2277-1","Boy with Cat",1998,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail",8,1,23,0,NA,0,NA
"1508","2279-1","Tubular Motion",1998,"Duplo","Pre-school","Basic Set","Normal","Bucket",0,"{Not specified}",90,2,20,0,NA,0,NA
"1509","2431-1","Big Chief Brown Bear and Canoe",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",3,1,65,0,NA,0,NA
"1510","2432-1","Big Chief's Camp",1998,"Duplo","Pre-school",NA,"Normal","Box",0,"{Not specified}",18,3,26,0,NA,0,NA
"1511","2433-1","Stagecoach",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",8,2,59,0,NA,0,NA
"1512","2434-1","Sheriff Jake",1998,"Duplo","Pre-school","Western","Normal","{Not specified}",0,"{Not specified}",33,2,31,0,NA,0,NA
"1513","2435-1","Western Town",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",37,4,20,0,NA,0,NA
"1514","2436-1","Big Chief Brown Bear's Camp",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",45,4,54,0,NA,0,NA
"1515","2437-1","Sheriff Canister",1998,"Duplo","Pre-school","Western","Normal","Plastic canister",0,"Retail - limited",69,2,19,0,NA,0,NA
"1516","2438-1","Big Western Set",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",62,6,17,0,NA,0,NA
"1517","2531-1","Rescue Chopper",1998,"Town","Modern day","Special","Normal","Box",0,"Promotional (Airline)",97,2,294,0,NA,1,40
"1518","2532-1","Aircraft and Ground Crew",1998,"Town","Modern day","Special","Normal","Box",0,"Promotional (Airline)",143,3,235,0,NA,0,NA
"1519","2535-1","Formula 1 Racing Car",1998,"Town","Modern day","Racing","Normal","Box",0,"Promotional",29,1,1259,3.4,NA,1,9.54
"1520","2536-1","Divers Jet Ski",1998,"Town","Modern day","Divers","Normal","Box",1,"Promotional",23,1,1523,3.8,NA,0,NA
"1521","2537-1","Extreme Team Raft",1998,"Town","Modern day","Extreme Team","Normal","Box",0,"Promotional",24,1,1652,3.7,NA,10,9
"1522","2538-1","Fire-Cart",1998,"Castle","Historical","Fright Knights","Normal","Box",0,"Promotional",20,1,1771,3.5,NA,4,19.99
"1523","2539-1","Flying Machine",1998,"Castle","Historical","Fright Knights","Normal","Box",1,"Promotional",21,1,1785,3.3,NA,3,30
"1524","2540-1","Catapault Cart",1998,"Castle","Historical","Fright Knights","Normal","Box",0,"Promotional",28,1,1939,3.4,NA,4,16
"1525","2541-1","Adventurers Car",1998,"Adventurers","Historical","Desert","Normal","Box",0,"Promotional",24,1,1815,3.6,NA,4,10
"1526","2542-1","Adventurers Aeroplane",1998,"Adventurers","Historical","Desert","Normal","Box",0,"Promotional",21,1,1790,3.3,NA,4,12
"1527","2543-1","Spacecraft",1998,"Space","Action/Adventure","UFO","Normal","Box",0,"Promotional",18,1,1617,3.6,NA,0,NA
"1528","2554-1","Formula 1 Pit Stop",1998,"Town","Modern day","Racing","Normal","Box",0,"Promotional",168,5,784,0,NA,4,35
"1529","2555-1","Belville Swing Set",1998,"Belville","Girls",NA,"Normal","{Not specified}",0,"{Not specified}",47,2,226,0,NA,0,NA
"1530","2584-1","Biker Bob",1998,"Town","Modern day","Special","Normal","Box",0,"Promotional",22,1,1234,3.5,NA,0,NA
"1531","2585-1","LEGO Loco Stationmaster",1998,"Trains","Modern day","9V","Normal","Box",0,"Promotional",23,2,863,0,NA,3,40
"1532","2586-1","The Crazy LEGO King",1998,"Castle","Historical","Miscellaneous","Normal","Box",0,"Promotional",26,1,776,3.7,NA,3,30
"1533","2599-1","Racing Team",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",13,2,44,0,NA,0,NA
"1534","2600-1","Bronto Dinosaurs",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",30,2,17,0,NA,0,NA
"1535","2718-1","Inflight Air 2000",1998,"Town","Modern day","Special","Normal","Box",0,"Promotional (Airline)",142,3,146,0,NA,0,NA
"1536","2815-1","Bike Ride",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",5,1,29,0,NA,0,NA
"1537","2817-1","LEGO DUPLO Party Time",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",30,3,22,0,NA,0,NA
"1538","2818-1","Family Home",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",56,4,28,0,NA,0,NA
"1539","2838-1","Native American Family",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",77,4,25,0,NA,0,NA
"1540","2855-1","Baby tiger",1998,"Primo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",4,1,25,0,NA,0,NA
"1541","2865-1","Children's Zoo",1998,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",25,2,20,0,NA,0,NA
