"","Set_ID","Name","Year","Theme","Theme_Group","Subtheme","Category","Packaging","Num_Instructions","Availability","Pieces","Minifigures","Owned","Rating","USD_MSRP","Total_Quantity","Current_Price"
"1","148-1","Station",1975,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",293,5,479,0,NA,0,NA
"2","362-1","Windmill",1975,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",215,2,280,0,NA,0,NA
"3","363-1","Hospital",1975,"LEGOLAND","Vintage",NA,"Normal","Box",0,"Retail",229,7,641,4.2,NA,0,NA
"4","364-1","Harbour",1975,"LEGOLAND","Vintage",NA,"Normal","Box",0,"Retail",518,7,188,0,NA,0,NA
"5","365-1","Wild West",1975,"LEGOLAND","Vintage",NA,"Normal","Box",0,"Retail",602,8,255,0,NA,0,NA
"6","615-2","Forklift",1975,"LEGOLAND","Vintage","Vehicle","Normal","{Not specified}",0,"{Not specified}",21,1,1019,0,NA,0,NA
"7","659-1","Police Patrol",1975,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",49,2,953,3.7,NA,1,55
"8","692-1","Road Repair Crew",1975,"LEGOLAND","Vintage",NA,"Normal","Box",0,"Retail",57,2,486,0,NA,0,NA
"9","693-1","Fire engine with firemen",1975,"LEGOLAND","Vintage",NA,"Normal","Box",0,"Retail",62,3,533,0,NA,0,NA
"10","080-3","Police Station",1976,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",28,4,31,0,NA,0,NA
"11","081-1","Train Station",1976,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",53,5,14,0,NA,0,NA
"12","082-1","LEGOVille",1976,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",66,7,15,0,NA,0,NA
"13","146-1","Level Crossing",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",68,1,728,0,NA,0,NA
"14","147-1","Refrigerated Wagon",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",115,2,353,0,NA,0,NA
"15","149-1","Fuel Refinery",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",328,3,291,0,NA,0,NA
"16","314-1","Police Launch",1976,"LEGOLAND","Vintage","Boats","Normal","{Not specified}",0,"{Not specified}",53,2,1118,3.2,NA,1,149.2976
"17","368-1","Taxi Garage",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",156,2,622,0,NA,0,NA
"18","369-1","Coast Guard Station",1976,"LEGOLAND","Vintage","Building","Normal","{Not specified}",0,"{Not specified}",275,5,462,0,NA,1,250
"19","370-1","Police Headquarters",1976,"LEGOLAND","Vintage","Building","Normal","{Not specified}",0,"{Not specified}",280,4,624,0,NA,0,NA
"20","386-1","Air Ambulance",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",151,3,718,0,NA,0,NA
"21","425-1","Fork Lift",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",21,1,506,0,NA,0,NA
"22","445-1","Police Units",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",39,2,484,0,NA,0,NA
"23","485-1","Fire Truck",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",72,3,347,0,NA,1,165
"24","550-2","Windmill",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",210,2,170,0,NA,0,NA
"25","555-1","Hospital",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",202,7,389,0,NA,0,NA
"26","585-1","Police Headquarters",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",300,4,465,0,NA,0,NA
"27","617-1","Cowboys",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",42,1,591,0,NA,0,NA
"28","696-1","Bus Station",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",80,7,495,0,NA,0,NA
"29","697-1","Stage Coach",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",95,1,460,0,NA,0,NA
"30","726-1","Western Train",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",291,2,143,0,NA,0,NA
"31","770-1","Rescue Set",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",151,3,264,0,NA,0,NA
"32","910-1","Advanced Basic Set, 6+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",283,3,270,0,NA,0,NA
"33","911-1","Advanced Basic Set, 6+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",401,4,223,0,NA,0,NA
"34","912-1","Advanced Basic Set with Motor, 6+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",471,3,300,0,NA,0,NA
"35","1601-1","Factory",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",194,2,61,0,NA,0,NA
"36","085-1","Racer",1977,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",4,1,15,0,NA,0,NA
"37","087-1","Taxi",1977,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",5,1,18,0,NA,0,NA
"38","089-1","Mary's House",1977,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",17,3,13,0,NA,0,NA
"39","163-1","Cargo Wagon",1977,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",128,2,230,0,NA,0,NA
"40","371-3","Sea Plane",1977,"LEGOLAND","Vintage","Town","Normal","{Not specified}",0,"{Not specified}",47,2,493,0,NA,0,NA
"41","373-1","Offshore Rig with Fuel Tanker",1977,"LEGOLAND","Vintage","Boats","Normal","{Not specified}",0,"{Not specified}",460,3,284,0,NA,0,NA
"42","400-1","Building Set, 6+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",294,3,220,0,NA,0,NA
"43","402-1","Building Set, 6+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",401,4,174,0,NA,0,NA
"44","404-1","Building Set, 6+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",467,3,223,0,NA,0,NA
"45","492-1","Truck with Payloader",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",45,2,182,0,NA,0,NA
"46","522-1","Police Station",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",23,4,70,0,NA,0,NA
"47","523-1","Train and Station",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",46,5,48,0,NA,0,NA
"48","524-1","DUPLO Town",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",54,7,51,0,NA,0,NA
"49","533-2","Racer",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",4,1,73,0,NA,0,NA
"50","535-2","Taxi",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",4,1,86,0,NA,0,NA
"51","536-1","Camping",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",10,2,65,0,NA,0,NA
"52","537-2","Mary's House",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",16,3,60,0,NA,0,NA
"53","619-1","Rally Car",1977,"LEGOLAND","Vintage","Vehicle","Normal","{Not specified}",0,"{Not specified}",18,1,534,0,NA,0,NA
"54","664-1","TV Crew",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",46,3,435,0,NA,0,NA
"55","699-1","Photo Safari",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",130,1,373,0,NA,0,NA
"56","712-1","Sea Plane",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",115,2,211,0,NA,0,NA
"57","086-1","Tub Boat",1978,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",3,1,18,0,NA,0,NA
"58","164-1","Passenger Coach",1978,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",148,2,198,0,NA,0,NA
"59","165-1","Cargo Station",1978,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",268,2,284,0,NA,0,NA
"60","166-1","Flat Wagon",1978,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",53,2,133,0,NA,0,NA
"61","167-1","Car Transport Wagon",1978,"Trains","Modern day","4.5/12V","Normal","Box",0,"Retail - limited",102,2,161,0,NA,0,NA
"62","208-1","Mother with baby",1978,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",46,1,143,0,NA,0,NA
"63","297-1","Nursery",1978,"Homemaker","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",167,1,134,0,NA,0,NA
"64","374-1","Fire Station",1978,"Town","Modern day","Classic","Normal","Box",0,"Retail",349,4,834,4.4,NA,0,NA
"65","375-2","Castle",1978,"Castle","Historical","Classic","Normal","Box",0,"Retail - limited",767,14,2530,4.6,NA,0,NA
"66","376-2","House with Garden",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",221,2,1186,4.1,NA,0,NA
"67","377-1","Shell Service Station",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",179,2,1691,3.9,NA,0,NA
"68","462-1","Rocket Launcher",1978,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",76,2,2825,4,NA,0,NA
"69","483-1","Alpha-1 Rocket Base",1978,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",187,3,2261,4.5,NA,0,NA
"70","487-1","Space Cruiser",1978,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",170,2,1713,4.4,NA,0,NA
"71","493-1","Space Command Center",1978,"Space","Action/Adventure","Classic","Normal","Box",0,"Retail",189,4,1193,4.1,NA,0,NA
"72","534-1","Bath-Toy Boat",1978,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",3,1,166,0,NA,0,NA
"73","554-1","Fuel Pumper",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",79,1,637,4.1,NA,0,NA
"74","575-1","Coast Guard Station",1978,"Town","Modern day",NA,"Normal","{Not specified}",0,"{Not specified}",319,5,376,0,NA,0,NA
"75","575-2","Coast Guard Station (Canadian version)",1978,"Town","Modern day",NA,"Normal","{Not specified}",0,"{Not specified}",284,5,24,0,NA,0,NA
"76","590-1","Engine Co. No. 9",1978,"Town","Modern day",NA,"Normal","{Not specified}",0,"{Not specified}",353,4,451,4,NA,0,NA
"77","600-2","Police Car",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",23,1,1696,3.3,NA,0,NA
"78","601-1","Shell Filling Station",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",13,1,753,0,NA,0,NA
"79","602-1","Fire Chief's Car",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",29,1,1503,3.3,NA,0,NA
"80","603-1","Motorbike",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",26,1,625,0,NA,0,NA
"81","604-1","Shell Service Car",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",28,1,935,0,NA,0,NA
"82","605-1","Street Crew",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",18,1,980,3.4,NA,0,NA
"83","606-1","Ambulance",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",30,1,1005,0,NA,0,NA
"84","620-1","Fire Truck",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",37,1,912,0,NA,0,NA
"85","621-1","Police Car",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",39,1,1081,3.8,NA,0,NA
"86","623-1","Red Cross Car",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",38,1,742,0,NA,0,NA
"87","625-1","Tractor Digger",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",31,1,1475,3.5,NA,0,NA
"88","640-2","Fire Truck and Trailer",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",45,1,724,3.8,NA,0,NA
"89","641-1","Excavator",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",41,1,793,3.6,NA,0,NA
"90","643-1","Flatbed Truck",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",39,2,498,0,NA,0,NA
"91","644-2","Police Mobile Patrol",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",64,1,984,3.3,NA,0,NA
"92","670-1","Mobile Crane",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",55,1,591,0,NA,0,NA
"93","671-1","Shell Petrol Tanker",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",77,1,2195,3.6,NA,0,NA
"94","672-1","Fire Engine and Trailer",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",70,1,648,0,NA,0,NA
"95","673-1","Rally Car and Motorbike",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",65,2,873,0,NA,0,NA
"96","674-1","Forklift and Truck",1978,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",55,1,411,0,NA,0,NA
"97","709-1","Police Boat",1978,"Town","Modern day",NA,"Normal","{Not specified}",0,"{Not specified}",53,1,770,0,NA,0,NA
"98","1589-1","Town Square",1978,"Town","Modern day","Special","Normal","{Not specified}",0,"{Not specified}",458,5,320,0,NA,0,NA
"99","1620-2","Chocolate Factory",1978,"Town","Modern day","Special","Normal","{Not specified}",0,"{Not specified}",236,3,423,0,NA,0,NA
"100","0011-2","Town Minifigures",1979,"Town","Modern day","Accessories","Normal","Blister pack",0,"Retail - limited",3,3,63,0,NA,0,NA
"101","0012-1","Space minifigures",1979,"Space","Action/Adventure","Minifigure Pack","Normal","{Not specified}",0,"{Not specified}",4,2,118,0,NA,0,NA
"102","0013-1","Space minifigures",1979,"Space","Action/Adventure","Minifigure Pack","Normal","{Not specified}",0,"{Not specified}",4,2,105,0,NA,0,NA
"103","0014-1","Space minifigures",1979,"Space","Action/Adventure","Minifigure Pack","Normal","{Not specified}",0,"{Not specified}",4,2,104,0,NA,0,NA
"104","0015-1","Space minifigures",1979,"Space","Action/Adventure","Minifigure Pack","Normal","{Not specified}",0,"{Not specified}",18,3,129,0,NA,0,NA
"105","0016-1","Castle Minifigures",1979,"Castle","Historical",NA,"Normal","{Not specified}",0,"{Not specified}",6,3,203,0,NA,0,NA
"106","028-1","Nursery Furniture",1979,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",7,2,43,0,NA,0,NA
"107","032-1","Living Room Furniture",1979,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",14,3,55,0,NA,0,NA
"108","033-1","Farm Animals",1979,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",21,1,113,0,NA,0,NA
"109","045-1","Farm",1979,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",65,5,69,0,NA,0,NA
"110","121-1","Roadster",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",22,1,213,0,NA,0,NA
"111","128-1","Taxi Station",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",33,1,182,0,NA,0,NA
"112","132-1","Cottage",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",113,2,159,0,NA,0,NA
"113","134-2","Service Station",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",59,2,124,0,NA,0,NA
"114","137-1","Hospital",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",106,3,130,0,NA,0,NA
"115","140-1","Town Hall",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",134,3,105,0,NA,0,NA
"116","261-1","Bathroom",1979,"Homemaker","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",164,1,151,0,NA,0,NA
"117","268-1","Family Room",1979,"Homemaker","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",244,2,174,0,NA,0,NA
"118","269-1","Kitchen",1979,"Homemaker","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",212,1,264,0,NA,0,NA
"119","324-1","Ricky Racoon on his Scooter",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",2,1,784,3.3,NA,0,NA
"120","325-2","Percy Pig with his Barrow",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",3,1,529,0,NA,0,NA
"121","328-1","Michael Mouse and his New Car",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",22,1,391,0,NA,0,NA
"122","329-2","Bernard Bear and his Delivery Lorry",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",27,1,319,0,NA,0,NA
"123","338-2","Blondi the Pig and Taxi Station",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",37,1,245,0,NA,0,NA
"124","341-2","Catherine Cat's House and Mortimer Mouse",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",123,2,223,0,NA,0,NA
"125","344-2","Service Station with Billy Goat and Mike Monkey",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",80,2,146,0,NA,0,NA
"126","347-3","Hospital - Lucy Lamb and Charlie Cat Visit Dr. Dog",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",205,3,147,0,NA,0,NA
"127","350-3","Town Hall",1979,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",122,3,136,0,NA,0,NA
"128","361-2","Garage",1979,"Town","Modern day","Classic","Normal","Box",0,"Retail",79,1,1810,3.8,NA,0,NA
"129","379-1","Bus Station",1979,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",172,4,1589,3.9,NA,0,NA
"130","381-2","Police Headquarters",1979,"Town","Modern day","Classic","Normal","Box",0,"Retail",372,4,1601,4.1,NA,0,NA
"131","383-2","Knight's Joust",1979,"Castle","Historical","Classic","Normal","Box",0,"Retail - limited",210,6,904,4.3,NA,0,NA
"132","442-1","Space Shuttle",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",39,1,2536,4,NA,0,NA
"133","452-1","Mobile Ground Tracking Station",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",76,1,1875,4.1,NA,0,NA
"134","497-1","Galaxy Explorer",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",338,4,2285,4.6,NA,0,NA
"135","540-2","Police Units",1979,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",33,1,669,0,NA,0,NA
"136","542-1","Street Crew",1979,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",45,2,706,0,NA,0,NA
"137","556-1","Emergency Van",1979,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",70,1,418,0,NA,0,NA
"138","558-1","Road Crane",1979,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",55,1,330,0,NA,0,NA
"139","560-1","Town House",1979,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",221,2,485,0,NA,0,NA
"140","588-1","Police Headquarters",1979,"Town","Modern day","Classic","Normal","Box",0,"Retail - limited",372,4,714,4.4,NA,0,NA
"141","607-1","Mini Loader",1979,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",23,1,1670,2.8,NA,0,NA
"142","608-2","Taxi",1979,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",25,1,1618,3.1,NA,1,99.99
"143","645-1","Police Helicopter",1979,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",57,1,1529,3.4,NA,0,NA
"144","646-1","Auto Service",1979,"Town","Modern day","Classic","Normal","{Not specified}",0,"{Not specified}",43,1,1253,3.3,NA,1,188.4539
"145","675-1","Snack Bar",1979,"Town","Modern day","Classic","Normal","Box",0,"Retail",64,2,2692,4,NA,0,NA
"146","677-1","Knight's Procession",1979,"Castle","Historical","Classic","Normal","Box",0,"Retail - limited",48,6,1245,4.3,NA,0,NA
"147","885-1","Space Scooter",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",20,1,3745,3.6,NA,0,NA
"148","886-1","Space Buggy",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",20,1,5007,3.7,NA,0,NA
"149","889-1","Radar Truck",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",29,1,3180,3.6,NA,0,NA
"150","891-1","Two Seater Space Scooter",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",39,1,2470,3.7,NA,0,NA
"151","894-1","Mobile Ground Tracking Station",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",76,1,1926,4.4,NA,0,NA
"152","897-1","Mobile rocket launcher",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",76,2,3624,4,NA,0,NA
"153","918-1","Space Transport",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",86,1,3998,4.2,NA,0,NA
"154","920-2","Rocket Launch Pad",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",186,3,2219,4.5,NA,0,NA
"155","924-1","Space Transporter",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",170,2,1952,4.6,NA,0,NA
"156","926-1","Command Centre",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",173,4,1253,4.5,NA,0,NA
"157","928-1","Space Cruiser And Moonbase",1979,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",338,4,2854,4.8,NA,0,NA
"158","1062-1","{Town Vehicles}",1980,"Dacta","Educational",NA,"Normal","{Not specified}",0,"{Not specified}",172,6,61,0,NA,0,NA
"159","1592-1","Town Square - Castle Scene",1980,"Town","Modern day","Classic","Normal","Box",0,"Retail - limited",471,11,825,4.3,NA,0,NA
"160","1651-2","Maersk Line Container Lorry",1980,"Town","Modern day","Special","Normal","Box",0,"Promotional",305,1,76,0,NA,0,NA
"161","2053-1","Rock 'n' Roll Pull-Toy",1980,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",4,1,43,0,NA,0,NA
"162","2056-1","Rock 'n' Rattle Pull-Toy",1980,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",6,1,45,0,NA,0,NA
"163","2620-1","Sports Car",1980,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",2,1,52,0,NA,0,NA
"164","2623-1","Delivery Van",1980,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",6,1,78,0,NA,0,NA
"165","2625-1","Car with Boat and Trailer",1980,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",6,1,43,0,NA,0,NA
"166","2627-1","Pony Trailer",1980,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",5,1,79,0,NA,0,NA
"167","2630-1","Family Room",1980,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",9,3,22,0,NA,0,NA
"168","2640-1","Grocery Store",1980,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",23,2,60,0,NA,0,NA
"169","2645-1","Nursery School",1980,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",29,6,55,0,NA,0,NA
"170","2650-1","Farm",1980,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",60,5,39,0,NA,0,NA
"171","3602-1","Pram - Lisa Lamb Goes Walking",1980,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",3,1,421,0,NA,0,NA
"172","3604-1","Mark Monkey with his Fruit Stall",1980,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",3,1,395,0,NA,0,NA
"173","3605-1","Ricky Racoon and his Scooter",1980,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",1,1,360,0,NA,0,NA
"174","3634-1","Charlie Crow's Carry-All",1980,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",17,1,680,0,NA,0,NA
"175","3665-1","Harry Horse and Clara Cow's Ice Cream Shoppe",1980,"Fabuland","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",36,2,367,0,NA,0,NA
"176","5233-1","Bedroom",1980,"Homemaker","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",26,1,98,0,NA,0,NA
"177","6363-1","Auto Repair Shop",1980,"Town","Modern day","Shops and Services","Normal","Box",0,"Retail",141,1,2761,4,NA,0,NA
"178","6364-1","Paramedic Unit",1980,"Town","Modern day","Medical","Normal","Box",0,"Retail",137,2,2070,4.1,NA,0,NA
"179","6375-2","Exxon Gas Station",1980,"Town","Modern day","Shops and Services","Normal","Box",0,"Retail - limited",267,3,864,4.6,NA,0,NA
"180","6390-1","Main Street",1980,"Town","Modern day","Shops and Services","Normal","Box",0,"Retail - limited",591,8,673,4.6,NA,0,NA
"181","6609-1","Race Car",1980,"Town","Modern day","Racing","Normal","Box",0,"Retail",17,1,3207,3.5,NA,0,NA
"182","6627-1","Convertible",1980,"Town","Modern day","Vehicles","Normal","Box",0,"Retail",37,1,2518,4,NA,0,NA
"183","6647-1","Highway Repair",1980,"Town","Modern day","Maintenance","Normal","Box",0,"Retail",55,1,2166,3.9,NA,1,222.5061
"184","6648-2","Dump Truck",1980,"Town","Modern day","Construction","Normal","Box",0,"Retail - limited",42,1,1252,3.2,NA,0,NA
"185","6678-1","Pneumatic Crane",1980,"Town","Modern day","Construction","Normal","Box",0,"Retail",60,1,2596,3.6,NA,0,NA
"186","6679-2","Exxon Tow Truck",1980,"Town","Modern day","Vehicles","Normal","Box",0,"Retail - limited",79,1,784,4.1,NA,1,199.99
"187","6690-1","Snorkel Pumper",1980,"Town","Modern day","Fire","Normal","Box",0,"Retail",91,2,2451,3.9,NA,0,NA
"188","6821-1","Shovel Buggy",1980,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",28,1,4041,3.7,NA,0,NA
"189","6841-1","Mineral Detector",1980,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",44,1,3541,3.8,NA,0,NA
"190","6861-1","X1 Patrol Craft",1980,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",55,1,1907,4.2,NA,0,NA
"191","6901-1","Mobile Lab",1980,"Space","Action/Adventure","Classic","Normal","{Not specified}",1,"{Not specified}",135,2,1338,4.1,NA,0,NA
"192","6970-1","Beta I Command Base",1980,"Space","Action/Adventure","Classic","Normal","{Not specified}",0,"{Not specified}",254,4,3394,4.6,NA,0,NA
"193","7710-1","Push-Along Passenger Steam Train",1980,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",447,5,1187,4.2,NA,0,NA
"194","7720-1","Diesel Freight Train Set",1980,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",425,3,934,3.8,NA,0,NA
